"used";12
"render";1
"non";9
"precise";1
"conditions";14
"copying";4
"distribution";5
"modification";6
"follow";3
"definitions";1
"refers";3
"means";18
"like";2
"laws";2
"semiconductor";1
"masks";1
"copyrightable";1
"licensed";3
"under";44
"each";10
"licensee";1
"addressed";1
"licensees";2
"may";31
"organizations";2
"adapt";1
"part";10
"fashion";1
"requiring";4
"than";4
"making";8
"an";26
"exact";1
"resulting";3
"called";3
"earlier";2
"based";6
"covered";41
"either";9
"unmodified";3
"propagate";9
"anything";4
"without";7
"would";7
"directly";2
"secondarily";1
"liable";2
"infringement";3
"applicable";9
"law";10
"except";4
"executing";1
"computer";2
"modifying";2
"private";1
"propagation";4
"includes";4
"available";9
"countries";1
"activities";3
"well";1
"convey";26
"kind";2
"enables";1
"parties";8
"mere";1
"interaction";3
"user";15
"through";4
"network";8
"transfer";1
"conveying";15
"interactive";4
"interface";7
"displays";2
"appropriate";8
"notices";11
"extent";6
"convenient";1
"prominently";1
"visible";1
"feature";1
"notice";8
"tells";1
"warranties";2
"provided";13
"how";6
"view";1
"presents";1
"list";2
"commands";3
"options";1
"menu";1
"prominent";3
"item";1
"meets";1
"criterion";1
"preferred";1
"form";11
"modifications";3
"object";21
"standard";3
"official";1
"defined";1
"recognized";1
"standards";1
"body";1
"case";2
"interfaces";3
"specified";2
"particular";10
"programming";1
"language";2
"one";7
"widely";1
"among";1
"working";1
"system";5
"libraries";3
"executable";3
"include";6
"whole";3
"included";3
"normal";1
"packaging";1
"major";5
"component";5
"b";7
"serves";1
"only";8
"enable";1
"implement";1
"implementation";2
"context";1
"essential";3
"kernel";1
"window";1
"specific";3
"operating";1
"runs";1
"compiler";1
"produce";2
"interpreter";1
"corresponding";23
"generate";1
"including";8
"scripts";1
"control";6
"however";6
"does";13
"s";12
"tools";1
"generally";1
"performing";2
"definition";2
"files";4
"associated";1
"shared";1
"dynamically";1
"linked";1
"subprograms";2
"specifically";3
"require";5
"intimate";1
"data";3
"communication";2
"flow";1
"between";1
"parts";6
"regenerate";1
"automatically";4
"basic";1
"permissions";10
"granted";7
"term";4
"irrevocable";1
"stated";5
"met";1
"explicitly";2
"affirms";1
"unlimited";1
"output";3
"running";3
"given";3
"content";1
"constitutes";1
"acknowledges";1
"fair";1
"equivalent";3
"long";3
"otherwise";6
"force";1
"sole";1
"having";2
"exclusively";2
"provide";5
"facilities";2
"comply";1
"material";13
"thus";2
"behalf";1
"direction";1
"copyrighted";1
"outside";1
"relationship";1
"circumstances";1
"solely";3
"below";1
"sublicensing";1
"section";15
"makes";1
"unnecessary";1
"anti";1
"circumvention";5
"shall";5
"deemed";1
"effective";1
"technological";3
"measure";1
"fulfilling";1
"obligations";4
"article";1
"wipo";1
"treaty";1
"adopted";1
"december";1
"similar";2
"prohibiting";2
"restricting";1
"measures";3
"waive";1
"power";1
"forbid";2
"effected";1
"exercising";1
"disclaim";1
"intention";1
"limit";2
"operation";2
"enforcing";2
"against";2
"third";9
"medium";6
"conspicuously";1
"appropriately";1
"publish";2
"keep";3
"intact";3
"stating";4
"permissive";4
"added";3
"accord";4
"absence";1
"give";6
"along";5
"support";3
"meet";1
"carry";2
"relevant";2
"date";1
"requirement";5
"modifies";2
"entire";4
"anyone";4
"who";8
"comes";2
"into";5
"possession";3
"additional";14
"regardless";5
"packaged";1
"gives";1
"invalidate";1
"separately";3
"d";4
"has";9
"display";2
"compilation";3
"separate";1
"independent";1
"nature";1
"extensions";1
"combined";2
"larger";1
"volume";1
"storage";1
"aggregate";3
"beyond";1
"what";4
"individual";2
"permit";3
"inclusion";1
"cause";2
"forms";1
"sections";3
"machine";1
"readable";1
"ways";2
"embodied";2
"physical";6
"product";21
"accompanied";3
"fixed";2
"durable";2
"customarily";2
"interchange";2
"written";4
"valid";4
"at";8
"least";2
"three";2
"years";1
"spare";1
"customer";1
"model";1
"possesses";1
"more";7
"reasonable";6
"cost";2
"physically";1
"server";5
"alternative";1
"occasionally";1
"noncommercially";1
"subsection";2
"offering";2
"designated";1
"place";5
"further";8
"different";4
"operated";1
"party";12
"supports";1
"maintain";1
"clear";1
"directions";1
"next";1
"saying";1
"find";2
"hosts";1
"remain";1
"obligated";1
"ensure";2
"satisfy";3
"requirements";5
"e";2
"using";4
"peer";4
"transmission";2
"inform";1
"peers";1
"being";2
"offered";1
"separable";1
"portion";2
"whose";1
"excluded";1
"library";3
"consumer";4
"tangible";1
"personal";2
"property";1
"normally";2
"family";1
"household";1
"purposes";3
"sold";1
"incorporation";1
"dwelling";1
"determining";1
"doubtful";1
"cases";2
"resolved";1
"favor";1
"coverage";2
"typical";1
"common";1
"class";1
"status";1
"actually";1
"uses";3
"expects";1
"expected";1
"substantial";1
"commercial";1
"industrial";1
"unless";5
"represent";1
"significant";1
"mode";2
"installation";4
"information";8
"methods";1
"procedures";1
"authorization";1
"keys";1
"required";4
"execute";1
"suffice";1
"continued";1
"functioning";1
"prevented";1
"interfered";1
"because";1
"been";6
"made";2
"transaction";7
"right";3
"transferred";1
"recipient";5
"perpetuity";1
"characterized";1
"conveyed";3
"neither";1
"nor";1
"retains";1
"ability";1
"installed";3
"rom";1
"continue";2
"service";2
"updates";1
"denied";1
"itself";1
"materially";1
"adversely";1
"affects";1
"violates";1
"rules";1
"protocols";1
"across";1
"format";1
"publicly";2
"documented";1
"password";1
"key";1
"unpacking";1
"reading";1
"supplement";2
"exceptions";2
"treated";1
"though";1
"were";1
"governed";3
"regard";1
"option";3
"remove";2
"own";1
"removal";1
"notwithstanding";2
"add";4
"authorized";1
"holders";2
"disclaiming";1
"limiting";3
"liability";7
"differently";1
"preservation";1
"author";4
"attributions";1
"displayed";1
"containing";1
"misrepresentation";1
"origin";1
"original";2
"publicity";1
"names";2
"licensors";4
"declining";1
"grant";5
"trademark";1
"trade";1
"trademarks";1
"marks";1
"f";1
"indemnification";1
"conveys";2
"contractual";2
"assumptions";2
"impose";3
"considered";1
"restrictions";2
"within";2
"meaning";1
"contains";2
"restriction";3
"permits";1
"relicensing";2
"survive";1
"statement";2
"indicating";1
"above";3
"termination";2
"expressly";1
"attempt";1
"void";1
"terminate";2
"patent";23
"paragraph";2
"cease";1
"violation";5
"then";4
"holder";10
"reinstated";3
"provisionally";1
"until";1
"terminates";1
"permanently";4
"fails";1
"notify";1
"prior";3
"days";2
"after";2
"cessation";1
"moreover";1
"notifies";1
"first";2
"time";4
"cure";1
"receipt";1
"terminated";1
"qualify";1
"acceptance";4
"accept";2
"order";2
"ancillary";1
"occurring";1
"consequence";3
"likewise";1
"nothing";2
"grants";3
"actions";1
"infringe";2
"propagating";1
"indicate";1
"automatic";1
"licensing";1
"downstream";2
"receives";3
"subject";1
"responsible";1
"compliance";1
"entity";2
"transferring";1
"organization";2
"assets";1
"subdividing";1
"merging";1
"results";1
"whatever";1
"predecessor";3
"interest";2
"had";1
"plus";1
"efforts";1
"exercise";4
"affirmed";1
"royalty";3
"initiate";1
"litigation";1
"cross";1
"claim";2
"counterclaim";1
"lawsuit";1
"alleging";1
"infringed";3
"selling";2
"sale";2
"importing";1
"contributor";10
"authorizes";2
"claims";4
"owned";1
"controlled";1
"already";1
"acquired";2
"hereafter";1
"manner";3
"sublicenses";1
"consistent";2
"exclusive";1
"worldwide";1
"sell";1
"import";1
"contents";1
"following";3
"paragraphs";1
"express";2
"agreement";3
"commitment";2
"denominated";1
"enforce";2
"covenant";1
"sue";1
"knowingly";2
"relying";2
"readily";1
"accessible";1
"arrange";2
"deprive";1
"yourself";1
"benefit";1
"actual";1
"knowledge";1
"country";3
"identifiable";1
"reason";1
"believe";1
"pursuant";1
"connection";4
"single";2
"arrangement";3
"procuring";1
"conveyance";1
"receiving";1
"authorizing";1
"extended";1
"discriminatory";2
"scope";1
"prohibits";1
"conditioned";1
"business";1
"distributing";1
"payment";1
"activity";1
"primarily";1
"compilations";1
"contain";1
"entered";1
"was";1
"march";1
"construed";1
"excluding";1
"implied";4
"defenses";1
"imposed";2
"court";1
"contradict";1
"excuse";1
"simultaneously";1
"pertinent";1
"agree";1
"obligate";1
"collect";1
"whom";1
"refrain";1
"entirely";1
"affero";3
"link";1
"combine";1
"concerning";1
"combination";1
"revised";2
"spirit";1
"present";1
"differ";1
"detail";1
"address";1
"concerns";1
"distinguishing";1
"number";2
"specifies";2
"numbered";2
"later";5
"published";3
"specify";1
"choose";2
"ever";1
"proxy";2
"decide";1
"result";1
"choosing";1
"disclaimer";3
"writing";2
"expressed";1
"limited";2
"merchantability";2
"fitness";2
"risk";1
"quality";1
"performance";1
"prove";1
"defective";1
"assume";1
"necessary";2
"servicing";1
"repair";1
"correction";1
"limitation";2
"event";1
"agreed";1
"damages";3
"incidental";1
"consequential";1
"arising";1
"out";1
"inability";1
"loss";1
"rendered";1
"inaccurate";1
"losses";1
"sustained";1
"failure";1
"operate";1
"even";2
"advised";1
"possibility";1
"interpretation";1
"local";2
"effect";1
"according";1
"reviewing";1
"courts";1
"closely";1
"approximates";1
"absolute";1
"waiver";1
"civil";1
"assumption";1
"accompanies";1
"return";1
"end";1
"develop";1
"greatest";1
"possible";1
"best";1
"achieve";1
"redistribute";3
"attach";2
"safest";1
"start";1
"file";2
"state";1
"exclusion";1
"line";2
"pointer";1
"full";1
"found";1
"name";3
"brief";1
"idea";1
"year";2
"distributed";1
"hope";1
"useful";2
"see";3
"details";3
"www";3
"contact";1
"electronic";1
"paper";1
"mail";1
"terminal";1
"short";1
"starts";1
"absolutely";1
"type";2
"w";2
"welcome";1
"hypothetical";1
"course";1
"might";1
"gui";1
"about";1
"box";1
"employer";1
"programmer";1
"school";1
"sign";1
"incorporating";1
"subroutine";1
"consider";1
"linking";1
"applications";1
"lesser";1
"instead";1
"please";1
"read";1
"philosophy";1
"why";1
"lgpl";1
"html";1
